Date,MMM,ABT,ABBV,ABMD,ACN,ATVI,ADBE,AMD,AAP,AES,AMG,AFL,A,APD,AKAM,ALK,ALB,ARE,ALXN,ALGN,ALLE,AGN,ADS,LNT,ALL,GOOGL,GOOG,MO,AMZN,AEE,AAL,AEP,AXP,AIG
2013-10-21,108.15178680419922,33.050479888916016,40.541839599609375,20.32999992370605,65.50452423095703,16.790420532226562,53.08000183105469,3.369999885559082,97.5496063232422,11.824776649475098,196.7855987548828,25.89690399169922,35.19261169433594,88.22811889648438,52.20000076293945,30.02025032043457,61.3780517578125,55.28962326049805,105.87999725341795,58.25,,142.01918029785156,227.6116485595703,19.49034881591797,48.80610275268555,502.15216064453125,498.4083251953125,28.78268241882324,326.44000244140625,29.59510040283203,20.328453063964844,36.791015625,74.3397216796875,47.3288688659668
2013-10-22,108.63442993164062,33.19394302368164,41.08686065673828,20.18000030517578,65.87868499755861,16.925052642822266,53.16999816894531,3.1800000667572017,97.81715393066406,11.891302108764648,197.52610778808597,26.11830902099609,34.53600311279297,89.08122253417969,53.38999938964844,30.339370727539066,61.74565887451172,55.78582382202149,107.72000122070312,56.66999816894531,,142.30014038085938,227.32791137695312,19.72970390319824,48.76076126098633,504.0039978027344,500.2463684082031,29.094318389892575,332.5400085449219,29.793954849243164,21.027788162231445,37.2855224609375,74.77429962158203,47.59282302856445
2013-10-23,108.10791778564452,33.38224029541016,40.52507019042969,20.59000015258789,65.72724151611328,16.74233627319336,53.06000137329102,3.140000104904175,98.85755920410156,11.683408737182615,198.06919860839844,25.940391540527344,34.28554916381836,88.22013854980469,51.86999893188477,30.55819320678711,61.92944717407226,56.012901306152344,109.66000366210938,57.5099983215332,,141.19573974609375,228.306396484375,19.775293350219727,48.13504409790039,516.22119140625,512.3724975585939,29.070354461669922,326.760009765625,29.9265079498291,20.500890731811523,38.3404655456543,74.5523910522461,47.201454162597656
2013-10-24,108.36237335205078,33.36431121826172,40.18967056274414,20.96999931335449,65.47779083251953,16.646173477172848,54.209999084472656,3.2300000190734863,98.5107421875,11.700044631958008,198.78012084960938,26.149938583374023,34.603702545166016,88.80216979980469,46.06000137329102,31.76630783081055,62.12242889404297,55.86994552612305,116.6999969482422,56.56999969482422,,141.84481811523438,230.7232208251953,19.75249481201172,48.56125259399414,513.2882690429689,509.4614562988281,28.73473358154297,332.2099914550781,29.835378646850586,21.717529296875,38.50530624389648,74.8020248413086,47.1468391418457
2013-10-25,109.178466796875,33.40018081665039,41.338417053222656,21.420000076293945,65.57579803466797,16.675024032592773,53.81000137329102,3.3399999141693115,101.73102569580078,11.899618148803713,199.98472595214844,26.21320152282715,35.11139297485352,89.08122253417969,45.88000106811523,31.980567932128906,62.12242889404297,57.06418991088867,125.16999816894531,56.0,,143.52076721191406,229.42184448242188,20.0450382232666,48.3798942565918,508.1080932617188,504.3198852539063,28.96646881103516,363.3900146484375,30.22478675842285,21.21938133239746,38.966835021972656,76.3831558227539,47.19234848022461
2013-10-28,109.6172332763672,33.42707061767578,41.43903732299805,21.61000061035156,66.20831298828125,16.63655662536621,53.93000030517578,3.3199999332427983,100.07630920410156,11.93287754058838,199.2935485839844,26.280412673950195,34.85416412353516,87.33513641357422,45.77999877929688,31.96232604980469,61.68131637573242,56.47547912597656,124.1999969482422,56.04999923706055,,141.3023223876953,228.56077575683597,20.029842376708984,48.20758438110352,508.0079956054688,504.22052001953125,29.41395378112793,358.1600036621094,30.257923126220703,21.08526611328125,38.98331832885742,76.52180480957031,46.8100700378418
2013-10-29,109.93311309814452,33.42707061767578,41.74928665161133,21.75,66.73390197753906,15.95378303527832,54.86000061035156,3.3299999237060547,99.38269805908205,11.891302108764648,199.7773742675781,26.48996162414551,34.996307373046875,85.68476104736328,46.56999969482422,32.162925720214844,61.42401885986328,56.22316360473633,124.08000183105469,57.2400016784668,,149.44952392578125,231.0069580078125,20.33156967163086,48.38894653320313,518.6386108398439,514.7719116210939,29.90937423706055,362.70001220703125,30.307640075683594,21.430133819580078,38.958587646484375,77.35399627685547,47.55641174316406
2013-10-30,109.50314331054688,33.12221908569336,40.91917419433594,21.68000030517578,66.14595031738281,15.973018646240234,54.099998474121094,3.2999999523162837,99.08546447753906,11.874621391296387,196.5189971923828,25.70712661743164,34.624008178710945,85.46949005126953,45.54999923706055,31.793659210205078,60.89099502563477,56.02132034301758,125.5,56.77999877929688,,151.7357940673828,230.3807678222656,20.200050354003906,48.02621459960938,515.7257080078125,511.8807067871094,29.61372375488281,361.0799865722656,30.00936508178711,21.631311416625977,38.81848526000977,76.83617401123047,47.30157089233398
2013-10-31,110.43329620361328,32.77251434326172,40.62569046020508,24.01000022888184,65.47779083251953,16.04033088684082,54.22000122070313,3.3399999141693115,98.27294158935548,11.749537467956545,194.94906616210938,25.69130897521973,34.360015869140625,86.91259002685547,44.7599983215332,32.21306610107422,60.82667541503906,55.3232536315918,122.9499969482422,57.06000137329102,,149.7498779296875,231.95611572265625,20.200050354003906,48.11689376831055,515.8057861328125,511.960205078125,29.749568939208984,364.0299987792969,29.97622108459473,21.04693984985352,38.604190826416016,75.63420104980469,47.01031112670898
2013-11-01,110.4771728515625,33.140148162841804,41.05332946777344,24.36000061035156,65.03236389160156,16.059566497802734,54.61000061035156,3.309999942779541,98.99624633789062,11.66615104675293,195.82781982421875,25.738750457763672,34.59015655517578,86.1073226928711,45.06999969482422,32.91513442993164,61.35966873168945,55.86151885986328,123.36000061035156,56.75,,153.1792449951172,231.6821136474609,20.323835372924805,48.31640625,514.0340576171875,510.2016296386719,29.82946968078613,359.0,30.22478675842285,21.497194290161133,38.769039154052734,75.96705627441406,43.943031311035156
2013-11-04,110.84571838378906,33.15807342529297,40.8856201171875,24.85000038146973,64.77402496337889,16.194196701049805,55.38999938964844,3.3199999332427983,98.47111511230469,11.774555206298828,195.7982177734375,25.72294044494629,34.664623260498054,86.72124481201172,45.66999816894531,33.179550170898445,61.71807861328125,55.8194694519043,122.93000030517578,58.02999877929688,,152.481689453125,234.4022674560547,20.31610107421875,48.22572708129883,513.5685424804689,509.7396240234375,29.90937423706055,358.739990234375,30.299346923828125,21.75584983825684,38.89265823364258,75.75440216064453,44.671180725097656
2013-11-05,110.67021942138672,33.498809814453125,40.39091491699219,24.420000076293945,65.35308074951172,15.89608669281006,54.790000915527344,3.3299999237060547,98.35220336914062,11.641133308410645,190.76255798339844,25.48176002502441,34.664623260498054,87.00028991699219,45.209999084472656,33.01542282104492,61.28617858886719,54.894325256347656,119.54000091552734,56.6500015258789,,151.638916015625,234.86215209960938,20.11107635498047,48.053428649902344,511.2712707519531,507.45947265625,29.997272491455078,358.8900146484375,29.98450469970703,21.72711181640625,38.38166427612305,75.72664642333984,43.95214080810547
2013-11-06,111.5564956665039,33.678150177001946,40.290283203125,25.84000015258789,66.8497314453125,15.89608669281006,54.88000106811523,3.3199999332427983,97.60905456542969,11.71618366241455,197.42739868164062,25.62805366516113,34.549549102783196,87.63813781738281,45.15999984741211,32.837635040283196,61.644569396972656,54.73453140258789,116.31999969482422,57.09000015258789,,151.21266174316406,237.9736785888672,20.27354431152344,48.62472534179688,511.8869018554688,508.0704956054688,30.22101402282715,356.17999267578125,30.349061965942386,21.45887565612793,38.939857482910156,75.93006134033203,43.315025329589844
2013-11-07,110.92469787597656,33.749862670898445,39.611106872558594,26.149999618530273,67.30406188964844,16.194196701049805,53.16999816894531,3.2799999713897705,95.785888671875,11.424321174621582,192.6385803222656,25.40664291381836,33.879409790039055,86.31462097167969,44.47999954223633,32.19027709960937,61.18508529663086,54.16263961791992,114.0999984741211,56.63000106811523,,149.5851593017578,232.3376922607422,20.13815689086914,48.008079528808594,504.4794921875,500.7183227539063,29.96531867980957,343.55999755859375,30.04250526428223,21.152315139770508,38.53163528442383,74.82051086425781,43.05107116699219
2013-11-08,112.3111343383789,34.180252075195305,40.27351760864258,27.190000534057614,67.02788543701172,16.415374755859375,54.84000015258789,3.2699999809265137,96.0732192993164,11.84960651397705,199.95509338378903,25.995746612548828,34.37355422973633,87.26338195800781,45.27000045776367,33.161312103271484,61.88348388671875,53.54867172241211,117.43000030517578,58.2400016784668,,151.83265686035156,237.63121032714844,20.45148468017578,49.07814407348633,508.5235290527344,504.7322082519531,30.00527000427246,350.30999755859375,30.166790008544922,22.234844207763672,38.53163528442383,75.61566925048828,44.179683685302734
2013-11-11,112.27603912353516,33.982994079589844,40.72631072998047,27.13999938964844,67.2506103515625,16.338443756103516,56.18000030517578,3.3399999141693115,98.53057098388672,12.141467094421387,198.5530242919922,25.96807098388672,34.72555160522461,86.97636413574219,45.2400016784668,33.4439697265625,61.89268493652344,53.5150260925293,116.16999816894531,58.59000015258789,,155.27171325683594,239.36309814453125,20.470829010009766,49.114418029785156,505.8008117675781,502.02978515625,29.925352096557614,354.3800048828125,30.125356674194336,22.29232406616211,39.239784240722656,75.26434326171875,44.45273971557617
2013-11-12,112.63581848144531,33.597442626953125,39.81234359741211,27.420000076293945,67.97219085693361,16.453842163085938,56.2400016784668,3.440000057220459,98.3323974609375,12.39163589477539,198.22715759277344,25.798059463500977,34.65786361694336,86.08340454101562,45.11000061035156,34.104995727539055,61.79158401489258,53.06087875366211,115.72000122070312,58.5,,156.6085968017578,238.89344787597656,20.28128433227539,48.40710067749024,506.3963928222656,502.6209411621094,29.813486099243164,349.5299987792969,29.802230834960934,22.53182029724121,39.4647216796875,74.92222595214844,43.861122131347656
